(270,42)
(270,220)
(270,77)
(270,94)
(271,16)
(271,65)
(271,130)
(271,5)
(271,122)
(271,27)
(271,187)
(271,236)
(271,254)
(271,47)
(272,2)
(272,228)
(272,36)
(272,53)
(272,74)
(272,90)
(272,221)
(272,110)
(272,30)
(272,111)
(273,19)
(273,83)
(273,117)
(273,86)
(273,249)
(273,233)
(273,9)
(273,204)
(273,253)
(273,63)
(274,49)
(274,51)
(274,6)
(274,87)
(274,119)
(274,200)
(274,26)
(274,107)
(274,29)
(274,158)
(275,97)
(275,51)
(275,52)
(275,197)
(275,70)
(275,40)
(275,171)
(275,188)
(275,45)
(275,30)
(276,0)
(276,146)
(276,99)
(276,35)
(276,20)
(276,84)
(276,69)
(276,122)
(276,108)
(276,78)
(277,177)
(277,33)
(277,83)
(277,39)
(277,88)
(277,89)
(277,233)
(277,42)
(277,94)
(277,191)
(278,211)
(278,164)
(278,167)
(278,103)
(278,56)
(278,26)
(278,268)
(278,173)
(278,110)
(279,145)
(279,227)
(279,100)
(279,22)
(279,54)
(279,249)
(279,74)
(279,11)
(279,59)
(279,75)
(280,17)
(280,228)
(280,245)
(280,54)
(280,23)
(280,153)
(280,26)
(280,157)
(280,30)
(280,127)
(281,256)
(281,80)
(281,113)
(281,261)
(281,133)
(281,246)
(281,169)
(281,94)
(281,47)
(281,31)
(282,17)
(282,145)
(282,242)
(282,226)
(282,217)
(282,42)
(282,267)
(282,220)
(282,93)
(282,222)
(283,18)
(283,98)
(283,52)
(283,196)
(283,213)
(283,118)
(283,59)
(283,155)
(283,13)
(283,126)
(284,241)
(284,1)
(284,66)
(284,148)
(284,69)
(284,23)
(284,232)
(284,90)
(284,269)
(284,141)
(285,112)
(285,0)
(285,64)
(285,49)
(285,161)
(285,5)
(285,246)
(285,279)
(285,157)
(286,113)
(286,243)
(286,68)
(286,118)
(286,25)
(286,26)
(286,90)
(286,91)
(286,76)
(286,79)
(287,160)
(287,1)
(287,50)
(287,4)
(287,11)
(287,221)
(287,189)
(287,14)
(287,31)
(288,176)
(288,178)
(288,18)
(288,84)
(288,36)
(288,118)
(288,9)
(288,220)
(288,77)
(288,47)
(289,97)
(289,82)
(289,98)
(289,52)
(289,6)
(289,182)
(289,25)
(289,11)
(289,92)
(289,13)
(290,128)
(290,240)
(290,97)
(290,130)
(290,165)
(290,102)
(290,70)
(290,215)
(290,24)
(290,60)
(291,224)
(291,51)
(291,148)
(291,229)
(291,22)
(291,72)
(291,153)
(291,10)
(291,126)
(291,271)
(292,144)
(292,83)
(292,36)
(292,117)
(292,22)
(292,89)
(292,201)
(292,204)
(292,236)
(292,238)
(293,128)
(293,0)
(293,1)
(293,3)
(293,67)
(293,117)
(293,140)
(293,28)
(293,109)
(293,30)
(294,192)
(294,144)
(294,1)
(294,278)
(294,120)
(294,88)
(294,265)
(294,11)
(294,60)
(294,30)
(295,128)
(295,39)
(295,248)
(295,202)
(295,90)
(295,155)
(295,12)
(295,44)
(295,172)
(295,110)
(296,1)
(296,34)
(296,68)
(296,229)
(296,70)
(296,54)
(296,167)
(296,201)
(296,221)
(296,14)
(297,16)
(297,1)
(297,17)
(297,3)
(297,56)
(297,74)
(297,11)
(297,107)
(297,172)
(297,29)
(298,99)
(298,115)
(298,100)
(298,229)
(298,41)
(298,185)
(298,60)
(298,13)
(298,14)
(299,33)
(299,3)
(299,211)
(299,197)
(299,21)
(299,139)
(299,75)
(299,12)
(299,191)
(299,159)
(300,69)
(300,22)
(300,24)
(300,248)
(300,29)
(300,45)
(300,174)
(300,222)
(300,110)
(301,128)
(301,33)
(301,276)
(301,197)
(301,40)
(301,10)
(301,252)
(301,44)
(301,31)
(302,272)
(302,258)
(302,132)
(302,69)
(302,104)
(302,105)
(302,75)
(302,251)
(302,11)
(302,286)
(303,1)
(303,177)
(303,84)
(303,22)
(303,56)
(303,202)
(303,219)
(303,27)
(303,59)
(303,302)
(304,128)
(304,272)
(304,144)
(304,18)
(304,147)
(304,248)
(304,40)
(304,171)
(304,94)
(304,303)
(305,49)
(305,210)
(305,229)
(305,37)
(305,40)
(305,72)
(305,58)
(305,155)
(305,63)
(305,31)
(306,17)
(306,228)
(306,199)
(306,56)
(306,216)
(306,41)
(306,10)
(306,155)
(306,12)
(307,3)
(307,292)
(307,117)
(307,71)
(307,40)
(307,42)
(307,93)
(307,125)
(307,111)
(307,143)
(308,225)
(308,113)
(308,51)
(308,117)
(308,103)
(308,138)
(308,139)
(308,253)
(308,285)
(308,47)
(309,112)
(309,48)
(309,19)
(309,149)
(309,246)
(309,70)
(309,8)
(309,40)
(309,237)
(309,46)
(310,1)
(310,66)
(310,146)
(310,3)
(310,102)
(310,9)
(310,105)
(310,42)
(310,29)
(310,174)
(311,210)
(311,3)
(311,246)
(311,39)
(311,74)
(311,10)
(311,42)
(311,187)
(311,254)
(311,303)
(312,176)
(312,18)
(312,52)
(312,180)
(312,9)
(312,42)
(312,218)
(312,172)
(312,189)
(312,238)
(313,256)
(313,36)
(313,118)
(313,231)
(313,215)
(313,9)
(313,25)
(313,44)
(313,156)
(313,126)
(314,48)
(314,17)
(314,197)
(314,53)
(314,69)
(314,6)
(314,56)
(314,10)
(314,138)
(314,111)
(315,209)
(315,36)
(315,308)
(315,37)
(315,248)
(315,265)
(315,26)
(315,106)
(315,75)
(316,288)
(316,178)
(316,35)
(316,115)
(316,308)
(316,84)
(316,37)
(316,23)
(316,183)
(316,28)
(317,96)
(317,50)
(317,66)
(317,211)
(317,71)
(317,296)
(317,105)
(317,201)
(317,138)
(317,205)
(318,53)
(318,37)
(318,85)
(318,55)
(318,57)
(318,105)
(318,11)
(318,124)
(318,222)
(318,255)
(319,48)
(319,210)
(319,51)
(319,4)
(319,296)
(319,121)
(319,172)
(319,14)
(319,30)
(320,291)
(320,19)
(320,55)
(320,280)
(320,8)
(320,104)
(320,282)
(320,27)
(320,142)
(320,79)
(321,276)
(321,37)
(321,25)
(321,137)
(321,250)
(321,187)
(321,91)
(321,44)
(321,61)
(321,207)
(322,130)
(322,278)
(322,136)
(322,170)
(322,267)
(322,315)
(322,61)
(322,13)
(322,158)
(322,127)
(323,240)
(323,274)
(323,115)
(323,246)
(323,22)
(323,279)
(323,183)
(323,72)
(323,299)
(323,63)
(324,16)
(324,272)
(324,69)
(324,150)
(324,39)
(324,88)
(324,24)
(324,140)
(324,76)
(324,13)
(325,0)
(325,48)
(325,257)
(325,65)
(325,323)
(325,117)
(325,22)
(325,202)
(325,301)
(325,111)
(326,64)
(326,81)
(326,51)
(326,22)
(326,215)
(326,201)
(326,44)
(326,45)
(326,14)
(326,127)
(327,18)
(327,274)
(327,20)
(327,22)
(327,119)
(327,39)
(327,72)
(327,280)
(327,152)
(327,91)
(328,49)
(328,226)
(328,51)
(328,3)
(328,37)
(328,183)
(328,168)
(328,25)
(328,253)
(328,111)
(329,274)
(329,71)
(329,87)
(329,39)
(329,135)
(329,295)
(329,137)
(329,10)
(329,11)
(329,175)
(330,32)
(330,16)
(330,305)
(330,259)
(330,22)
(330,310)
(330,198)
(330,71)
(330,72)
(330,42)
(331,177)
(331,33)
(331,132)
(331,197)
(331,21)
(331,327)
(331,279)
(331,90)
(331,107)
(331,29)
(332,81)
(332,250)
(332,58)
(332,59)
(332,123)
(332,11)
(332,204)
(332,47)
(333,16)
(333,161)
(333,146)
(333,292)
(333,116)
(333,52)
(333,70)
(333,182)
(333,11)
(333,28)
(334,18)
(334,66)
(334,84)
(334,197)
(334,326)
(334,23)
(334,169)
(334,91)
(334,332)
(334,253)
(335,96)
(335,256)
(335,49)
(335,65)
(335,324)
(335,54)
(335,296)
(335,186)
(335,171)
(335,110)
(336,146)
(336,295)
(336,23)
(336,43)
(336,123)
(336,11)
(336,107)
(336,44)
(336,29)
(336,31)
(337,324)
(337,103)
(337,136)
(337,57)
(337,155)
(337,11)
(337,269)
(337,29)
(337,173)
(337,31)
(338,144)
(338,81)
(338,178)
(338,115)
(338,133)
(338,37)
(338,22)
(338,9)
(338,171)
(338,221)
(339,96)
(339,256)
(339,99)
(339,117)
(339,37)
(339,6)
(339,88)
(339,249)
(339,11)
(339,76)
(340,80)
(340,212)
(340,293)
(340,117)
(340,42)
(340,11)
(340,173)
(340,45)
(340,302)
(340,31)
(341,49)
(341,84)
(341,37)
(341,117)
(341,24)
(341,58)
(341,28)
(341,156)
(341,125)
(341,159)
(342,2)
(342,178)
(342,137)
(342,9)
(342,187)
(342,269)
(342,29)
(342,14)
(342,158)
(342,46)
(343,0)
(343,176)
(343,338)
(343,227)
(343,323)
(343,74)
(343,186)
(343,75)
(343,125)
(343,78)
(344,80)
(344,162)
(344,35)
(344,164)
(344,90)
(344,316)
(344,13)
(344,30)
(344,15)
(344,175)
(345,289)
(345,226)
(345,50)
(345,162)
(345,211)
(345,341)
(345,86)
(345,24)
(345,41)
(345,10)
(346,64)
(346,85)
(346,54)
(346,40)
(346,56)
(346,9)
(346,125)
(346,30)
(346,14)
(346,63)
(347,49)
(347,1)
(347,67)
(347,340)
(347,213)
(347,23)
(347,56)
(347,249)
(347,12)
(347,46)
(348,96)
(348,117)
(348,342)
(348,343)
(348,167)
(348,9)
(348,28)
(348,12)
(348,31)
(349,16)
(349,2)
(349,227)
(349,19)
(349,52)
(349,37)
(349,136)
(349,59)
(349,285)
(349,14)
(350,128)
(350,145)
(350,209)
(350,180)
(350,149)
(350,202)
(350,26)
(350,251)
(350,332)
(350,286)
(351,96)
(351,272)
(351,64)
(351,133)
(351,231)
(351,8)
(351,329)
(351,346)
(351,348)
(351,15)
(352,257)
(352,132)
(352,292)
(352,69)
(352,183)
(352,168)
(352,10)
(352,12)
(352,95)
(353,339)
(353,3)
(353,51)
(353,9)
(353,73)
(353,202)
(353,186)
(353,334)
(353,158)
(353,319)
(354,177)
(354,291)
(354,4)
(354,166)
(354,87)
(354,119)
(354,155)
(354,45)
(354,269)
(354,30)
(355,1)
(355,33)
(355,322)
(355,281)
(355,267)
(355,268)
(355,317)
(355,93)
(355,159)
(356,2)
(356,324)
(356,53)
(356,329)
(356,185)
(356,11)
(356,91)
(356,94)
(356,174)
(356,14)
(357,272)
(357,161)
(357,18)
(357,242)
(357,99)
(357,324)
(357,74)
(357,44)
(357,28)
(357,223)
(358,16)
(358,81)
(358,323)
(358,69)
(358,197)
(358,21)
(358,155)
(358,11)
(358,109)
(358,94)
(359,352)
(359,35)
(359,163)
(359,180)
(359,54)
(359,87)
(359,184)
(359,26)
(359,44)
(359,206)
(360,321)
(360,247)
(360,40)
(360,120)
(360,123)
(360,27)
(360,44)
(360,237)
(360,93)
(360,302)
(361,49)
(361,194)
(361,244)
(361,293)
(361,54)
(361,23)
(361,56)
(361,235)
(361,204)
(361,63)
(362,6)
(362,23)
(362,71)
(362,295)
(362,8)
(362,57)
(362,11)
(362,28)
(362,77)
(362,175)
(363,50)
(363,116)
(363,4)
(363,260)
(363,293)
(363,22)
(363,282)
(363,251)
(363,11)
(363,15)
(364,256)
(364,0)
(364,68)
(364,343)
(364,151)
(364,23)
(364,11)
(364,237)
(364,30)
(364,319)
(365,160)
(365,19)
(365,36)
(365,292)
(365,23)
(365,88)
(365,203)
(365,363)
(365,140)
(365,29)
(366,194)
(366,178)
(366,290)
(366,51)
(366,180)
(366,86)
(366,247)
(366,312)
(366,28)
(367,0)
(367,3)
(367,36)
(367,244)
(367,119)
(367,216)
(367,123)
(367,110)
(367,174)
(367,334)
(368,305)
(368,211)
(368,4)
(368,52)
(368,133)
(368,231)
(368,311)
(368,312)
(368,11)
(368,30)
(369,146)
(369,226)
(369,194)
(369,107)
(369,220)
(369,236)
(369,12)
(369,44)
(369,14)
(369,286)
(370,0)
(370,48)
(370,177)
(370,21)
(370,278)
(370,6)
(370,311)
(370,153)
(370,205)
(370,94)
(371,211)
(371,228)
(371,23)
(371,312)
(371,41)
(371,313)
(371,154)
(371,11)
(371,285)
(371,77)
(372,176)
(372,17)
(372,51)
(372,324)
(372,149)
(372,293)
(372,11)
(372,123)
(372,125)
(372,31)
(373,48)
(373,99)
(373,293)
(373,22)
(373,296)
(373,9)
(373,60)
(373,286)
(373,334)
(373,30)
(374,352)
(374,17)
(374,258)
(374,115)
(374,4)
(374,37)
(374,294)
(374,342)
(374,169)
(374,221)
(375,208)
(375,1)
(375,51)
(375,292)
(375,88)
(375,360)
(375,28)
(375,157)
(375,94)
(375,286)
(376,305)
(376,66)
(376,291)
(376,323)
(376,149)
(376,342)
(376,364)
(376,301)
(376,29)
(376,271)
(377,49)
(377,131)
(377,4)
(377,293)
(377,197)
(377,74)
(377,75)
(377,318)
(377,63)
(377,15)
(378,145)
(378,226)
(378,356)
(378,84)
(378,293)
(378,71)
(378,90)
(378,282)
(378,107)
(378,29)
(379,82)
(379,212)
(379,165)
(379,183)
(379,296)
(379,28)
(379,110)
(379,30)
(379,255)
(380,114)
(380,323)
(380,104)
(380,232)
(380,41)
(380,378)
(380,251)
(380,11)
(380,221)
(380,95)
(381,161)
(381,33)
(381,339)
(381,100)
(381,101)
(381,117)
(381,261)
(381,152)
(381,187)
(381,93)
(382,161)
(382,225)
(382,81)
(382,18)
(382,245)
(382,38)
(382,199)
(382,25)
(382,27)
(382,14)
(383,16)
(383,160)
(383,113)
(383,67)
(383,373)
(383,134)
(383,38)
(383,27)
(383,30)
(383,94)
(384,16)
(384,49)
(384,1)
(384,129)
(384,40)
(384,27)
(384,347)
(384,155)
(384,207)
(385,288)
(385,128)
(385,338)
(385,52)
(385,164)
(385,133)
(385,341)
(385,154)
(385,28)
(385,220)
(386,32)
(386,375)
(386,231)
(386,40)
(386,120)
(386,140)
(386,333)
(386,79)
(386,175)
(386,351)
(387,48)
(387,2)
(387,291)
(387,307)
(387,100)
(387,52)
(387,43)
(387,76)
(387,188)
(387,45)
(388,112)
(388,210)
(388,131)
(388,228)
(388,150)
(388,6)
(388,313)
(388,186)
(388,123)
(388,283)
(389,208)
(389,145)
(389,2)
(389,82)
(389,39)
(389,312)
(389,42)
(389,43)
(389,139)
(389,76)
(390,51)
(390,163)
(390,165)
(390,22)
(390,87)
(390,248)
(390,184)
(390,218)
(390,29)
(390,142)
(391,276)
(391,356)
(391,390)
(391,167)
(391,378)
(391,75)
(391,92)
(391,29)
(391,301)
(391,30)
(392,162)
(392,339)
(392,35)
(392,4)
(392,21)
(392,120)
(392,200)
(392,173)
(392,61)
(393,32)
(393,1)
(393,85)
(393,54)
(393,25)
(393,285)
(393,237)
(393,110)
(393,127)
(393,143)
(394,257)
(394,82)
(394,21)
(394,38)
(394,10)
(394,251)
(394,220)
(394,12)
(394,334)
(394,366)
(395,161)
(395,33)
(395,35)
(395,84)
(395,167)
(395,104)
(395,392)
(395,91)
(395,251)
(395,94)
(396,48)
(396,64)
(396,195)
(396,101)
(396,86)
(396,184)
(396,104)
(396,44)
(396,15)
(396,239)
(397,0)
(397,208)
(397,37)
(397,278)
(397,166)
(397,234)
(397,378)
(397,11)
(397,13)
(397,94)
(398,224)
(398,17)
(398,274)
(398,102)
(398,375)
(398,72)
(398,104)
(398,216)
(398,136)
(398,222)
(399,208)
(399,3)
(399,373)
(399,22)
(399,25)
(399,10)
(399,75)
(399,158)
(399,382)
(400,64)
(400,177)
(400,17)
(400,35)
(400,195)
(400,20)
(400,372)
(400,21)
(400,169)
(400,91)
(401,385)
(401,213)
(401,165)
(401,249)
(401,329)
(401,281)
(401,394)
(401,251)
(401,47)
(401,191)
(402,312)
(402,104)
(402,42)
(402,267)
(402,316)
(402,124)
(402,13)
(402,14)
(402,286)
(402,47)
(403,64)
(403,321)
(403,277)
(403,342)
(403,23)
(403,153)
(403,91)
(403,11)
(403,46)
(403,63)
(404,195)
(404,99)
(404,339)
(404,132)
(404,148)
(404,26)
(404,58)
(404,60)
(404,109)
(404,77)
(405,128)
(405,20)
(405,132)
(405,21)
(405,165)
(405,37)
(405,58)
(405,29)
(406,115)
(406,211)
(406,132)
(406,324)
(406,133)
(406,247)
(406,119)
(406,312)
(406,60)
(406,349)
(407,370)
(407,52)
(407,244)
(407,248)
(407,296)
(407,121)
(407,10)
(407,282)
(407,94)
(408,145)
(408,18)
(408,7)
(408,264)
(408,378)
(408,299)
(408,188)
(408,204)
(408,398)
(408,63)
(409,0)
(409,371)
(409,19)
(409,291)
(409,84)
(409,311)
(409,28)
(409,284)
(409,13)
(409,255)
(410,128)
(410,81)
(410,274)
(410,36)
(410,53)
(410,9)
(410,202)
(410,219)
(410,43)
(410,61)
(411,144)
(411,241)
(411,81)
(411,67)
(411,311)
(411,348)
(411,221)
(411,46)
(411,334)
(411,95)
(412,80)
(412,0)
(412,81)
(412,241)
(412,102)
(412,55)
(412,249)
(412,138)
(412,11)
(412,12)
(413,338)
(413,243)
(413,4)
(413,357)
(413,309)
(413,360)
(413,410)
(413,11)
(413,60)
(413,63)
(414,1)
(414,33)
(414,34)
(414,51)
(414,259)
(414,36)
(414,229)
(414,278)
(414,24)
(414,139)
(415,66)
(415,18)
(415,309)
(415,361)
(415,329)
(415,364)
(415,44)
(415,301)
(415,31)
(416,224)
(416,16)
(416,49)
(416,370)
(416,35)
(416,119)
(416,376)
(416,392)
(416,57)
(416,349)
(417,164)
(417,4)
(417,117)
(417,86)
(417,25)
(417,409)
(417,378)
(417,12)
(417,110)
(417,303)
(418,274)
(418,4)
(418,148)
(418,102)
(418,297)
(418,11)
(418,44)
(418,77)
(418,109)
(418,30)
(419,321)
(419,289)
(419,4)
(419,277)
(419,165)
(419,70)
(419,326)
(419,360)
(419,15)
(419,191)
(420,16)
(420,18)
(420,35)
(420,148)
(420,55)
(420,105)
(420,329)
(420,10)
(420,42)
(420,286)
(421,37)
(421,21)
(421,310)
(421,23)
(421,9)
(421,42)
(421,170)
(421,171)
(421,380)
(421,95)
(422,16)
(422,49)
(422,66)
(422,22)
(422,23)
(422,138)
(422,29)
(422,334)
(422,126)
(423,49)
(423,17)
(423,130)
(423,405)
(423,293)
(423,133)
(423,198)
(423,22)
(423,58)
(423,43)
(424,304)
(424,192)
(424,32)
(424,225)
(424,306)
(424,66)
(424,39)
(424,280)
(424,11)
(424,14)
(425,128)
(425,256)
(425,48)
(425,291)
(425,212)
(425,36)
(425,261)
(425,362)
(425,74)
(425,45)
(426,384)
(426,352)
(426,33)
(426,417)
(426,178)
(426,243)
(426,23)
(426,343)
(426,251)
(426,12)
(427,400)
(427,17)
(427,161)
(427,99)
(427,339)
(427,36)
(427,26)
(427,42)
(427,43)
(427,79)
(428,416)
(428,241)
(428,114)
(428,354)
(428,211)
(428,56)
(428,41)
(428,190)
(428,79)
(428,15)
(429,144)
(429,224)
(429,2)
(429,20)
(429,55)
(429,424)
(429,378)
(429,364)
(429,221)
(429,15)
(430,209)
(430,355)
(430,293)
(430,70)
(430,390)
(430,7)
(430,90)
(430,11)
(430,237)
(431,114)
(431,338)
(431,258)
(431,22)
(431,346)
(431,13)
(431,109)
(431,381)
(431,190)
(431,95)
(432,336)
(432,48)
(432,193)
(432,308)
(432,295)
(432,280)
(432,25)
(432,60)
(432,61)
(432,62)
(433,18)
(433,3)
(433,101)
(433,117)
(433,88)
(433,137)
(433,26)
(433,170)
(433,11)
(433,109)
(434,32)
(434,81)
(434,52)
(434,37)
(434,103)
(434,410)
(434,250)
(434,11)
(434,190)
(434,398)
(435,1)
(435,18)
(435,163)
(435,117)
(435,165)
(435,374)
(435,10)
(435,12)
(435,191)
(436,288)
(436,306)
(436,99)
(436,19)
(436,148)
(436,6)
(436,248)
(436,27)
(436,43)
(436,159)
(437,32)
(437,432)
(437,192)
(437,371)
(437,36)
(437,84)
(437,4)
(437,5)
(437,184)
(437,216)
(438,323)
(438,83)
(438,148)
(438,37)
(438,23)
(438,8)
(438,42)
(438,347)
(438,12)
(438,78)
(439,209)
(439,242)
(439,404)
(439,295)
(439,24)
(439,41)
(439,154)
(439,91)
(439,60)
(439,367)
(440,32)
(440,432)
(440,208)
(440,177)
(440,3)
(440,4)
(440,213)
(440,406)
(440,330)
(440,43)
(441,66)
(441,20)
(441,228)
(441,133)
(441,346)
(441,11)
(441,267)
(441,13)
(441,45)
(441,143)
(442,33)
(442,55)
(442,8)
(442,249)
(442,58)
(442,11)
(442,12)
(442,61)
(442,381)
(442,317)
(443,0)
(443,304)
(443,337)
(443,1)
(443,52)
(443,24)
(443,187)
(443,92)
(443,157)
(443,109)
(444,336)
(444,226)
(444,68)
(444,103)
(444,407)
(444,298)
(444,266)
(444,11)
(444,111)
(444,63)
(445,385)
(445,196)
(445,357)
(445,117)
(445,312)
(445,139)
(445,171)
(445,11)
(445,364)
(445,14)
(446,352)
(446,309)
(446,198)
(446,374)
(446,40)
(446,122)
(446,11)
(446,76)
(446,174)
(446,31)
(447,114)
(447,146)
(447,386)
(447,85)
(447,22)
(447,134)
(447,136)
(447,426)
(447,15)
(447,111)
(448,128)
(448,65)
(448,146)
(448,20)
(448,232)
(448,395)
(448,300)
(448,12)
(448,30)
(448,31)
(449,0)
(449,1)
(449,434)
(449,146)
(449,131)
(449,36)
(449,390)
(449,23)
(449,204)
(449,14)
(450,352)
(450,288)
(450,65)
(450,10)
(450,251)
(450,395)
(450,187)
(450,27)
(450,126)
(450,175)
(451,67)
(451,3)
(451,293)
(451,198)
(451,102)
(451,376)
(451,73)
(451,26)
(451,77)
(451,157)
(452,433)
(452,66)
(452,163)
(452,388)
(452,150)
(452,57)
(452,346)
(452,59)
(452,62)
(452,95)
(453,160)
(453,324)
(453,116)
(453,21)
(453,102)
(453,295)
(453,24)
(453,298)
(453,142)
(453,398)
(454,0)
(454,96)
(454,274)
(454,52)
(454,136)
(454,169)
(454,314)
(454,42)
(454,238)
(454,270)
(455,66)
(455,419)
(455,6)
(455,326)
(455,184)
(455,72)
(455,248)
(455,11)
(455,92)
(455,413)
(456,352)
(456,66)
(456,67)
(456,4)
(456,88)
(456,157)
(456,253)
(456,61)
(456,269)
(456,93)
(457,128)
(457,224)
(457,33)
(457,66)
(457,403)
(457,84)
(457,356)
(457,341)
(457,409)
(457,60)
(458,66)
(458,131)
(458,167)
(458,24)
(458,394)
(458,219)
(458,381)
(458,317)
(458,30)
(458,383)
(459,211)
(459,19)
(459,115)
(459,227)
(459,390)
(459,6)
(459,55)
(459,125)
(459,159)
(459,31)
(460,128)
(460,0)
(460,211)
(460,21)
(460,85)
(460,70)
(460,232)
(460,58)
(460,11)
(460,300)
(461,192)
(461,16)
(461,146)
(461,163)
(461,420)
(461,261)
(461,118)
(461,279)
(461,410)
(461,220)
(462,128)
(462,433)
(462,2)
(462,114)
(462,361)
(462,92)
(462,268)
(462,60)
(462,367)
(462,111)
(463,17)
(463,291)
(463,324)
(463,228)
(463,232)
(463,40)
(463,11)
(463,44)
(463,413)
(463,29)
(464,17)
(464,81)
(464,6)
(464,39)
(464,215)
(464,183)
(464,10)
(464,43)
(464,59)
(465,240)
(465,98)
(465,131)
(465,246)
(465,219)
(465,91)
(465,412)
(465,110)
(465,142)
(466,320)
(466,67)
(466,35)
(466,195)
(466,4)
(466,52)
(466,358)
(466,86)
(466,88)
(466,219)
(467,209)
(467,452)
(467,341)
(467,246)
(467,23)
(467,11)
(467,189)
(467,30)
(467,46)
(467,15)
(468,17)
(468,146)
(468,21)
(468,72)
(468,329)
(468,218)
(468,58)
(468,75)
(468,157)
(468,15)
(469,20)
(469,244)
(469,150)
(469,87)
(469,360)
(469,267)
(469,43)
(469,332)
(469,126)
(469,463)
(470,128)
(470,193)
(470,468)
(470,452)
(470,356)
(470,248)
(470,328)
(470,44)
(470,126)
(470,207)
(471,273)
(471,385)
(471,18)
(471,436)
(471,421)
(471,440)
